COVAR1,COVAR2
-2.452401786,0.016230935
0.621821989,0.416529199
0.668096407,-0.287443468
-0.877456566,-0.137646958
1.590982596,1.183373118
0.177635495,0.32012795
-1.354501328,-0.649496092
-0.323472489,0.927821944
0.775453436,1.162118836
1.060172441,0.396123465
-1.027088467,1.124626726
0.585187995,1.167780851
-0.744832108,-0.745761503
0.908113684,0.778620089
1.3741462,1.180153048
-0.519439382,-0.131232036
1.836425206,-0.992978217
-1.352344116,1.892817675
-1.595016249,-0.744667563
0.961801061,-0.283694529
-0.764469616,1.047428594
-0.628237677,0.144383927
0.813656299,-0.840199471
1.308256236,2.981731369
-0.493377574,1.188818586
1.832930998,1.834621814
-0.809057808,-0.497421767
-1.312622008,-0.821086089
0.379800134,-0.94518134
0.160916919,-2.192591786
2.033140794,2.933905517
0.483488534,-0.316575816
-1.320801076,-0.617053236
0.322120947,-1.005471532
0.691514883,-0.033620359
1.094513026,-0.44310656
-0.969545273,-1.186405921
0.83651205,-0.577716415
-0.944994748,-1.178735977
0.577040658,0.099335576
-1.354641867,-1.574497907
-0.261855149,0.326935039
0.526575169,1.137342123
1.543026749,-0.039319732
-0.323005372,0.225024092
0.285781183,-1.205860159
0.875375858,1.834028235
-1.173667491,-0.865020353
1.310296848,1.133358669
0.18305532,0.754815102
2.186249653,2.088879778
0.02644277,1.728064634
-0.032171979,1.289765932
0.559582808,-0.034388982
-1.456182175,0.818309024
-0.494028932,-1.091432985
-1.717232892,0.797694255
0.3131276,0.880524231
-0.504607031,0.364525788
-0.830934444,1.337623138
1.703501182,-0.961480997
0.623455449,-0.295877841
-0.571583868,-0.953232906
1.289292965,-0.221765091
-0.133969555,0.429147269
-1.355497461,-1.235231633
-0.681687223,-0.310210043
-1.407959356,0.05749786
0.558930216,0.702665077
0.150595107,-1.584551959
1.073606738,-1.267576208
-0.880187887,-1.284766802
-0.164792782,0.225898727
-0.498890502,-0.635382381
1.019465622,0.418749235
-0.337259753,-0.770835099
0.426776358,-1.792294937
1.029282418,0.545313644
1.442851728,-0.408777772
0.363753683,0.572543724
-0.794234406,-0.039950917
-0.363549028,-0.247446665
1.832948953,-0.709616859
0.328907564,1.058704212
1.347170651,2.148332167
1.106727358,0.702119657
0.542843683,0.933577214
-1.908785733,0.885812243
0.8701314,-1.448029627
-0.547782521,0.424942649
-0.112092276,-0.433009049
-0.041239006,-0.688964928
0.444912913,0.95997411
1.96231744,-1.049879275
1.092793127,0.71031814
-0.181443362,-0.696161676
-1.483475647,1.424483517
-1.379416701,-0.923386135
0.70840173,0.424351337
-1.896348109,-1.255905717
0.960470601,0.793779337
0.353391131,-0.176738209
0.090522312,1.670310609
1.562213087,1.028278878
-0.182892471,0.882637639
-0.035946521,-1.339397491
0.065111905,0.092310615
0.01388873,-0.172053908
0.868343293,0.215239276
0.869296577,-0.743423481
-1.196808047,-0.918024546
-1.862521939,0.447442655
0.216713175,0.025868037
-0.620253923,0.233952714
-0.516643735,-0.442772387
2.452626204,-0.547000664
-2.187458068,0.926767185
-1.211305486,1.164715468
-0.152639064,-0.348194604
-0.868183748,-1.712373453
0.72694936,1.210484596
-0.788298018,0.777467479
-1.268152981,1.690277031
1.653575714,-1.090569629
-1.103487536,-0.159434211
1.003169592,0.508212178
0.256515511,0.727984684
-0.06066175,-0.160791157
-1.586124957,0.35767851
-0.898135925,0.974195551
-0.236024947,1.315582117
-1.342569924,1.825151927
1.071226284,-0.728053284
-0.541811451,-0.039096215
-0.75647117,0.463454445
1.150577719,1.014418203
0.992363731,-0.000649033
1.604858758,-0.226663558
0.69313192,-0.946069713
-0.509714584,-0.538545768
-1.333799543,0.211193464
0.408285607,0.252299519
-1.503650795,0.71769163
0.302028439,-0.363088564
0.791516773,-1.222840106
-0.179826071,-0.35936128
1.093045176,1.043190014
0.241553052,0.011901286
-0.159153851,0.668774951
-2.140604342,0.485145425
-0.234361135,0.005538554
0.813533487,-0.783996031
0.059281153,0.705745034
0.992787152,-0.135907941
0.727685879,1.072369849
-0.867378833,0.210277653
0.673857059,-0.079338845
-0.972751869,-2.338886324
-1.399039292,-0.181236473
-0.484013612,0.801540137
-0.498230851,-0.511305496
1.247582124,-1.211566996
-1.231124504,-0.220577479
0.321337292,0.49716042
0.738058101,-0.506000916
-0.758173312,-1.976940881
0.705982379,-0.64159931
0.785228968,-1.137863618
1.961355348,1.174696005
0.560333027,-0.053409471
0.408930354,-0.289291434
-0.324611505,-0.606759808
-1.693874251,-0.00786126
1.195793905,-0.582281368
0.847377316,-0.462126289
1.620895669,0.423790059
0.324244091,0.131790946
-0.18023544,-0.044582254
1.907018813,-1.076208895
-0.625514823,-0.935151621
-0.4622801,0.093845685
1.935356472,0.855640822
-2.112557914,-1.486258175
0.806465181,-0.711832508
-0.371034423,-1.834101208
-0.209435466,1.491661921
-0.481238338,-0.494911621
2.225399514,0.809956616
0.099629231,-0.037096484
0.852229293,0.199417463
0.754570268,-0.874237622
-0.900072915,0.829137832
0.84303502,-1.73188326
0.849023743,0.387304386
0.872916948,-1.417486924
0.418534881,-0.364471749
-0.87821377,0.526162472
-0.400682037,-1.984785216
-1.243983962,-0.090714136
0.961825241,-0.107682291
1.152194141,1.699253482
1.063407116,-1.611605716
1.799448648,0.846021167
-0.957241971,0.969916242
0.231723292,0.32424476
-0.553853087,-0.500011176
1.35493735,-0.587499103
2.880019148,1.170099192
-0.939874076,0.068090002
1.439220066,2.169070032
0.852580306,-0.399832501
0.444379237,-0.332877776
-0.993774852,1.611876431
-0.67803794,-0.083100978
-0.256580573,0.815824312
-0.609511953,-0.372545889
0.915922504,0.976235096
0.977767945,0.182831549
-0.476270007,0.431166171
1.346504218,0.830282892
-1.325501429,-0.797979554
-0.185982513,0.250885436
0.531717468,-0.467502422
-0.493166961,1.03222351
1.598201079,-0.518055967
-1.609370099,0.999527173
-0.03202902,2.183357355
-1.795674735,0.973865109
2.317769183,-0.080988085
-1.67629193,-0.604679728
-0.561643294,0.426780137
0.950578314,-0.671662166
0.873732517,-0.957535763
1.049435498,-1.054233507
1.43586823,0.524460371
0.411172928,-0.557704824
-0.744375495,-0.44106407
-1.127211924,0.380028453
1.476061167,-0.281980984
-0.913427414,-1.097090165
0.035145084,-0.447500089
0.67064924,1.227841335
0.658042197,-0.273775866
0.541341111,-0.157192861
1.534955845,0.003090235
-1.584994574,-1.522256986
0.760421315,-0.035049389
-0.793013624,-2.283594202
-1.564481765,0.815295107
2.31096772,0.568324283
0.692264295,0.759176163
0.558072809,0.658554518
-1.03472583,1.02769176
-0.720766628,0.975063187
2.417473239,1.078181541
1.050923411,0.038681455
1.997677886,0.543720514
-1.983350657,-3.028431596
2.001898919,1.212036844
0.165962365,1.625949406
0.841296792,-0.972449223
1.057381672,0.121208702
1.427715211,-0.2162201
0.459592563,-0.876825997
0.976587816,0.598409641
0.577809917,-0.159209267
2.683925252,1.678437773
-1.192564719,0.503037025
-0.257434792,0.42789422
-0.854372535,-0.741944478
-1.114707136,-0.472362753
0.63015099,-0.286909277
0.481876032,-0.075461686
0.934459078,-0.800312304
-1.446380801,-0.962065032
-1.634727569,-0.449851426
0.678214851,3.253849962
0.823303232,0.801566972
-0.168748317,0.603963858
-1.023290079,-0.454801581
-0.502977723,-1.471484121
0.699272837,-0.23224119
0.696415155,1.362724933
-0.76811344,-1.61135232
0.287815743,-1.32589563
-0.519841367,0.843938488
1.330744255,-0.186871193
0.455601132,0.79592469
-1.028036094,1.826666635
0.44118826,0.480274686
-1.021617935,0.57244655
3.218931041,1.949653727
1.657656453,-1.005407454
-0.004581916,-0.203567081
2.427959763,-0.291376193
-0.912066767,-0.039265802
1.789557133,0.782058352
-1.019695601,0.205198459
1.193705789,0.12260811
-0.908080072,-0.201528542
0.892667946,-1.006067387
-0.863663954,0.820018642
-0.059659839,0.418025086
1.101562521,-0.57756934
0.355462063,-1.044272115
0.729654959,0.556471905
2.074961705,0.75780796
0.895946129,1.178428723
-2.065785619,0.399539245
0.951629808,-0.63863007
1.379195001,0.362615407
-0.480722987,0.653130311
-1.77633304,-1.119138139
0.120297999,0.031010997
0.254359118,0.387249803
1.604760064,-0.192979782
-0.181977652,0.57648309
0.143629384,-0.673236376
-0.361907196,-2.00125316
0.718354654,-0.374481777
0.43166356,1.156035034
1.03364953,1.814066219
-0.836027005,-1.324265424
0.599637864,0.142978571
1.370512579,1.456501469
0.062788557,-0.288812868
0.606116767,0.494585081
-0.953977697,1.68138125
-1.746273958,1.273158622
0.144292839,0.474032277
-2.157765845,-1.132283913
-0.142232722,-0.731912986
2.000044989,1.617497898
1.246770916,0.245668312
-0.117142851,-0.904311198
-0.380822298,1.492635587
-0.89625641,1.974778417
-0.338237489,-0.393938025
1.036445318,0.851114812
1.289522924,0.412903204
