Phenotype1,Phenotype2,Phenotype3,Phenotype4,Phenotype5,Phenotype6
0.550964972,1.109830754,-0.790609522,-0.348494116,0.074754592,0.280000971
-2.965480769,-0.183357679,-0.212753218,-0.336653767,-0.203986852,-1.35199689
0.651650364,0.816553272,1.145059993,0.280741098,0.678286877,-0.355294656
-0.304053877,-0.376631425,-1.054125973,-0.990050048,-0.244903778,-1.994518831
0.598040758,-0.827552724,-0.531464891,0.606399591,-0.905593391,-0.773731062
-1.127228788,-0.440103478,-1.539652033,-1.300134157,-0.628463281,-1.881744222
-0.61349596,1.314588667,-0.128245078,0.804360862,1.401377617,-1.543005159
0.415475297,-0.302355971,-0.114548039,0.651212384,0.52099003,-1.09541491
1.139885567,0.312384952,0.974843998,0.825556946,0.95374912,1.425723206
-0.392976682,-1.524243228,-0.840473573,-0.403144056,-0.500287425,-0.16029816
0.461637198,0.738008894,1.293664109,0.581015515,1.02591128,1.162308186
0.862978191,-0.310776944,-0.358183393,0.392806684,1.23457348,0.241517058
-0.477828309,0.458547537,0.506288174,0.294667231,0.972142679,0.569007222
0.514415925,0.559853848,-0.83800141,0.228968672,-0.113673862,-0.009712433
-0.516269946,-1.809329761,-2.703953877,-2.054283995,-1.113973619,-0.804170653
-1.811870435,-2.053780734,-0.771190233,-0.97073601,-0.37342554,-0.776585777
-0.688160067,-2.535928803,-0.555923348,-1.441613576,-0.314333851,-0.667311889
-0.897043977,-2.142283495,-2.642170632,-2.369895805,-1.311484428,-2.027471311
-1.442314202,-0.638703212,-0.897688726,-1.079156975,-0.533767024,-0.437216918
-0.811191048,-2.081605573,-1.751536915,-0.867758655,-0.565324762,-1.081396812
-0.906376755,-2.259774136,-1.773614824,-1.746974816,-1.781611248,-1.415465204
0.09218042,0.678206244,1.140142679,-0.106609679,-0.079853659,0.660213164
-0.11175866,0.336770407,-1.336913152,-0.311738582,0.253336904,-1.13607677
0.523894565,2.640419544,1.882995015,1.79932953,0.575795682,2.155978323
1.298110274,1.707622699,2.566624269,1.885395977,0.832759114,2.044899188
-0.259061503,-1.502456884,0.9412691,0.728853478,2.262817485,0.118752964
-0.557197691,0.044352344,0.013292405,-0.678312185,-1.360484624,-0.216932583
1.153006997,-0.511655984,0.241316803,0.679656985,-0.014800099,-0.050105227
1.505753443,2.555325591,1.204039338,1.764289118,1.546158383,1.661312117
-0.627573863,-0.468763412,0.120362282,-0.063500588,-0.628724765,0.294429544
-1.659356988,0.30412219,-0.735535188,-1.155033551,-0.810211718,1.045064035
0.252535014,-0.330123871,0.542455274,-0.545811485,0.397352492,-0.269327628
0.007797159,-0.275619499,0.237854388,-0.491678658,-0.367626213,-1.872678521
-0.470210548,-1.268042005,-0.768875826,0.341470501,-1.256738171,-1.501288879
0.967175995,0.198507548,1.335326167,1.583721645,1.038459539,-0.211779163
0.319205411,-0.918693527,0.074660052,-0.276165865,0.776820505,-0.758439066
-0.064709357,-0.089584341,0.454494141,-0.57634812,-0.360721403,1.001201521
0.62287882,-0.165163366,1.092550239,1.181119958,0.098710427,-0.088142238
-0.616988704,0.073347165,0.019487316,-0.401525352,-0.935944224,-0.790918366
-0.036364836,-1.196987786,-1.284489683,-1.985791909,-0.169933813,-0.443652754
2.340888254,2.785101535,2.118092248,2.081950534,2.860654127,1.494589933
1.374752581,0.218406135,0.148001907,0.710811062,0.339998272,-0.220655262
0.129284261,1.137975971,1.371695865,1.024718404,0.571689561,1.795850317
0.822796338,0.302259599,0.667260022,0.17741955,1.422979083,0.040682685
-0.606924162,-1.235656699,-0.363224289,-0.888445201,-1.357511273,-0.308265429
1.237426816,1.130842635,-0.503001955,0.513583276,0.913391133,0.762169219
-1.695434039,0.010497853,-1.404557097,-1.272461467,-0.423163688,-1.018086358
0.52558763,1.935808336,1.976653995,1.353901495,2.13648424,1.154501357
-0.528063124,-1.065305397,0.442495513,-0.569579746,-0.532905906,-0.035689289
-0.772815337,-1.401574332,-0.246872289,-0.089079566,-0.816374716,-0.465053956
0.650664929,0.134594108,0.567463506,-0.131934834,0.688957897,-0.331123807
0.176774561,-0.834296493,-0.288972238,1.197927943,0.366668233,-0.665634597
0.59825064,0.467530357,0.561130956,0.933074151,1.128365958,1.355663846
-1.030255825,1.402166758,-0.373736912,0.723555284,0.014405059,0.093448824
-1.395069419,-1.843548356,-0.744235732,-0.551747209,-0.714771082,-1.946026766
0.952996378,1.297901813,1.041065626,1.732655758,0.436473145,0.127732294
0.761545666,1.478377571,0.761543566,1.786079154,1.969473935,0.44047052
-0.316249723,0.435222477,0.873570465,-0.3519514,-0.545614077,1.328153502
0.384638324,-0.236533964,0.856930559,1.222581431,0.824326667,0.670122399
-1.339118072,-0.175599362,-0.140493131,1.193100419,-0.309236657,-0.127269626
0.700329564,0.258634362,0.766870553,-0.381516386,0.901535074,0.901909586
-0.971995535,-0.784540495,0.755265066,-0.602400401,-1.345355927,-0.215849578
1.031276433,1.039325758,0.212825646,1.539808396,0.047074575,0.428864936
-0.476829873,0.671123766,-0.452244016,0.358545578,0.404847383,0.536000735
-0.471659869,-0.735459171,-0.836736504,-0.677921837,-1.224159154,-0.717121336
-0.369181349,-1.003400671,0.147912584,-0.732878255,-0.165702253,-1.17570751
-0.415245309,-0.859953241,0.083481966,-0.450943581,-0.903340921,-0.45714089
-0.943270942,-0.587650778,-1.138393065,-1.255867944,-1.979640026,0.358188792
0.451315117,-0.092866659,0.316500526,1.172334429,0.452486271,0.419701544
-1.729955233,-0.369004573,-0.56246882,-0.797417213,-0.550240851,-0.163573647
-1.688456297,0.534650365,-0.630434042,-0.451320093,-0.251043216,-0.071475743
-1.257295261,-1.176401632,-1.316376657,-1.96770847,-0.491276544,-2.31556834
2.042474864,1.416519988,1.887977717,1.506300135,1.953676342,0.551010975
-0.903466224,-0.84033233,-0.738070627,0.620823283,0.74692139,-0.649877874
-1.865296977,-0.481546108,-1.32105481,0.410587922,-0.564232957,0.288645559
0.355272644,0.700701279,1.044553858,0.21724467,0.618188839,-0.157492667
-0.012481815,-0.236491428,-0.604982222,-0.311930155,0.343201574,-0.221143271
0.590489055,1.222817996,0.623918859,0.448031433,0.233226192,1.03315434
-0.084592434,-0.483982865,-0.203278303,0.910334499,0.145623887,-0.631437366
2.240473698,0.57912086,1.175720089,1.505999874,0.652068711,1.249037595
1.731690648,-0.325554847,0.276990898,1.378376576,0.350989015,-0.314102569
1.416301922,-0.309020519,0.843974096,-0.156479335,0.402085357,-0.564514373
0.009314023,-1.279841673,-0.460810634,-0.235727662,-0.872542989,-0.805362381
1.433533279,-0.000988824,0.122511388,0.507171165,1.95167549,-0.164941139
-0.002661777,-0.547828322,-1.014879808,0.559923475,-0.99371156,-1.154784277
-1.305881196,-2.589263299,-2.367104138,-1.875804511,-1.226029791,-2.185670715
0.072486602,-0.998083736,-0.911464294,-0.419407726,-0.299418466,0.403854727
1.935819259,2.767347809,2.819148985,2.151589454,2.043519014,1.881549807
0.016435444,-0.179054613,-0.722424414,-1.331811162,-0.915208097,0.317359799
-2.762562955,-2.194847587,-1.140832622,-1.495164092,-0.675882514,-1.665174286
-0.770480351,0.006552254,0.416883689,0.767053169,-0.437808068,0.237646753
1.464315363,0.360373714,0.326118692,-0.762154708,1.310145061,0.54865807
0.937603986,0.369263437,0.830697584,0.472056736,1.32696792,-0.200842152
0.141349793,0.274528369,-0.284604698,-0.787086997,-0.843159238,-0.380472917
1.489075259,1.163926662,0.289735516,0.137653198,1.014701159,1.037733208
0.940304248,0.380655515,0.909922169,0.722810395,-0.345288356,-0.550625842
1.873487747,0.354364723,1.687981091,1.175593082,1.371929442,0.321608225
-1.584173156,-2.013465083,-2.80208474,-1.782190416,-1.129190776,-1.153703225
0.998764607,0.621722798,1.373702227,1.159537796,-0.545294817,0.916811288
-0.323592658,0.868829232,0.155634945,-0.142368916,0.50119515,0.730994924
-0.000929064,0.497324608,0.232273396,-0.278661594,-0.338325052,0.252326859
-0.441332753,0.244135735,0.165907636,1.072662496,-0.211016255,-0.315346932
1.609858599,0.187136463,0.643855384,1.279629307,0.751219323,0.311027623
-0.381089761,1.177774634,0.309859809,2.124336878,0.885120331,0.778458885
-2.051255606,-0.956958901,-1.057532555,-1.806784904,-1.045172906,-1.120244333
-0.218132579,0.37133489,-0.360229152,-0.028600097,0.559588788,0.296339772
0.783633301,1.161632229,0.65332903,0.956384105,0.027980356,0.072302365
0.057693061,-0.68278252,-0.280613139,-0.537789312,0.308136108,-0.786149073
0.339569419,-0.44618803,-1.463376283,-1.479111708,-1.029976005,0.688255758
-2.837609697,-0.902454461,-1.982116204,-1.855716692,-1.549211138,-0.939541214
-1.491399904,-0.596405168,-0.472472169,-1.300477219,-1.351053061,-1.937236379
-0.311811748,1.195151449,0.770512891,0.40743907,0.547426401,1.40220724
-0.839988777,-0.241319742,-0.602206141,0.194525947,0.965069614,-0.850109882
0.535420323,1.105611143,1.060811429,0.625906106,-0.037583048,0.885614796
-0.236263279,0.877765249,0.445652714,0.078166336,0.592023871,0.645414303
1.012310882,-0.171712698,-0.465801209,0.477067761,0.628724387,0.37690586
-0.367579714,-0.030099751,-0.606525186,-0.712473399,-0.391882799,0.158532425
0.343434947,-0.163167623,-0.446466159,-1.084070498,-1.062525825,0.45349098
0.676209746,1.835344522,0.439913786,1.996857971,1.926978185,0.485745392
1.644533238,1.57319876,1.841359338,1.043787962,1.343772271,2.29550798
0.000791048,-0.083868004,-0.800148181,0.471412583,-0.350210734,-0.497424713
0.572394477,0.883538214,0.602884176,0.999480584,-0.530695478,0.462148848
0.398200306,-1.550317707,-0.710529504,-0.502249996,-0.222975209,-0.666574596
0.0254948,0.761467767,0.18491638,0.043848238,-1.354040404,0.47095356
1.393197225,0.686898494,0.682976907,1.157026868,2.097914503,1.012314239
2.165973654,2.002688504,1.574788834,1.701982288,1.389397365,1.85623463
0.906212788,-0.065511703,0.368612427,0.349249182,0.552975771,1.55328562
-0.202265554,-0.083088473,0.048990873,-0.629436264,-0.669430414,0.073380924
-1.258811474,-0.725967443,-2.001136824,-1.823722017,-0.507727685,-1.642959464
2.637397283,1.696142084,2.35969329,3.050740795,1.802755785,1.60482502
-1.20974489,-2.450845448,-2.453237499,-1.146888047,-1.126543782,-2.901397512
0.457956186,-0.91937241,-0.578712533,-0.346409991,0.589307476,-0.749794167
0.67120006,0.877203212,0.92026632,-0.175629959,0.329767089,0.65537029
-0.22621009,-0.039853615,-0.360170307,-0.500476309,-1.638117748,0.254344866
0.800382217,-0.355246882,0.18738361,-0.658180718,1.392622971,0.268337106
-0.230636812,0.378016622,0.668512233,-0.118915621,0.068228575,0.706012468
-0.014329619,0.495305934,0.369586599,0.207264916,-0.38918591,0.589567277
-0.783773246,-0.072960509,-0.97443295,-0.198216827,-0.746698676,-0.9100886
-0.777668933,0.030250096,-0.949622233,-0.431902075,-1.602859879,0.390323243
0.543286576,1.020723892,0.645269237,1.334643889,1.543879311,0.436878614
-0.484928876,-0.340042323,1.36137905,0.528430273,0.888318393,-0.182237675
0.474986014,-0.323178679,-0.474460412,-0.124566633,-0.943510013,-0.958883028
1.16304459,0.951108928,0.980274483,-0.000889524,2.018145814,0.747447171
-0.88495086,0.804655438,-0.597264259,0.143875405,-0.83776524,0.385263149
1.000405317,-0.457157236,-0.565340846,-0.018279154,-0.762733043,0.542595807
0.386489736,0.194977195,0.353920672,0.040146742,-0.607983206,0.581042784
0.425736198,-0.21942076,3.606556542,1.0249139,2.531029466,2.656313446
0.9461538,1.554432742,0.879239337,1.003273324,0.910543497,2.066866967
-0.478556485,-1.181208522,-0.900965775,-0.855742569,0.37165703,-0.30663115
1.513003792,0.832928251,0.832133415,0.404395219,0.870269998,0.287276872
-1.131726713,-1.62666706,-1.162977046,-1.909006171,-1.853032314,-0.804420379
-0.216259544,-0.463554221,1.12255384,-0.306240223,-0.366185349,-0.317494141
1.238195632,2.148083675,0.309607207,0.694633566,1.541898816,0.820123972
-0.167461619,-1.700436329,-1.018377123,0.72804888,-0.831537022,-2.670289184
1.150883408,1.575059412,-0.134499074,1.209503929,0.786360513,0.926271127
-0.840705431,-0.299117374,-0.465779225,-1.939700376,-0.350169347,-0.152691309
-0.12568541,0.929739189,0.317940883,0.767393479,0.086174965,0.071352854
-1.135675,-0.561801896,-1.76691315,0.004190167,0.035554474,-0.428390977
-2.090437706,-2.24735851,-2.862594334,-2.642294599,-2.756575966,-2.932088534
1.062555553,0.436969678,0.508991139,-0.066510202,-0.18066287,1.099195745
-2.407066243,-0.599349642,-2.262886798,-1.936956961,-1.019281322,-1.598422325
1.631293626,0.091821375,1.19191393,0.512321685,0.703222647,-0.147050549
0.637962026,0.001948712,-0.155606008,0.82303266,-0.188989454,0.814968844
2.063708962,0.978794951,1.483247223,1.028568397,1.470596418,0.589031661
-0.405079558,-1.330242151,-0.901466981,-1.499899117,0.067268701,-0.954206094
-0.735362977,-0.23475488,-0.360312944,-0.140670121,-0.760874164,-0.793795193
0.360300455,-0.122305107,-1.064230516,-0.002757845,1.247127509,-0.535793405
0.96469376,1.17151918,1.468352073,1.094776777,0.978465316,0.106263422
-0.229462111,-1.083694341,-0.326549628,-0.379708599,0.357779724,0.543719725
0.09175888,-1.105946426,-1.09956885,-0.850343691,-1.552396344,-1.142486827
-1.177206215,0.15935698,-0.978215373,-0.823640438,-0.127048058,-1.358490023
-3.020324777,-0.16360134,-1.993507966,-1.999048135,-2.231786668,-0.849635568
-0.334584541,-0.032824832,0.450284476,-0.569799289,-0.652481219,0.842152366
-0.167852621,-1.086817086,0.019068907,-0.122532476,-1.06863509,0.061983666
0.421961018,-0.174305619,0.225419633,-0.338344026,0.556831773,-0.92684942
-0.103203411,1.272537792,0.029047489,0.493570599,-0.26490687,1.166581956
1.133805143,1.428514001,1.815044589,2.570847964,2.12013363,-0.080265148
-0.299598658,-0.953708637,-0.028580609,0.181153725,-1.304453672,-0.841654836
-0.687084827,-0.674327445,-0.759960928,-0.678309238,-0.330580398,-0.104170658
-1.405214558,-1.964914404,-1.87892944,-1.752264072,-2.962158677,-1.655787955
-0.204254578,1.491019845,-0.157348804,-0.741822794,1.094036165,-0.43561077
-0.172377205,-0.949100554,-0.360748078,-0.226016056,0.062349246,-0.112911917
0.643218996,0.485254406,1.636736007,1.315128344,-0.216385225,0.664282008
1.275715017,0.242482218,0.953532719,1.130976525,0.406033411,0.009198228
0.832586363,0.291942986,0.783825858,-0.05456964,1.146293788,1.393923482
-0.999920067,0.398179927,-1.247322678,-0.225469928,-0.876204399,-0.189944899
-2.105320253,-1.149717874,-0.964381915,-0.38872884,-2.452433587,-1.144962289
1.184214171,1.723452512,1.128758539,0.742911112,2.020000889,1.556984347
-1.356637796,-0.641130719,-1.222822398,-0.834026142,-1.064391095,-0.045629055
0.949951312,0.399984747,0.104857899,0.301340179,0.883327071,0.921047742
0.34728799,0.417625811,-0.215357069,0.063155375,1.226858963,1.006686689
0.634306832,0.674466737,1.253893401,-0.185673427,0.959384763,0.943786979
-2.004887384,-0.455848298,-0.451958307,-1.933189319,-2.017911917,-1.032271338
0.390490237,0.665365782,-0.173111808,-0.457505106,0.269008551,0.925034942
0.861966213,-1.148938727,-1.161047676,0.128661037,-0.538751754,-0.470658111
-0.129178461,-0.140924942,-0.071563602,0.350058573,0.62358508,-0.077812696
-0.255608768,0.168924977,0.28969037,-0.963829228,-0.219060858,-0.356746744
0.357994231,-0.307420973,-0.259616742,-0.051740312,-0.161779676,-0.195233233
0.996895731,0.541331304,0.609301374,1.501516288,0.239524309,0.174465736
0.375544564,1.639087375,1.811266407,1.071173172,2.52530846,1.122099238
-1.256169339,-1.917740287,-1.124829325,-2.20126413,-2.038993065,-1.171964447
0.210582542,-0.654817301,-1.791214343,-0.916076677,-1.479874519,-1.264037972
0.942018148,0.607517954,1.066325733,0.758393951,1.153094895,0.73704112
-1.556217278,0.076415777,-0.497376857,-0.67514825,-0.443382395,0.009374375
0.768617632,-0.570319167,0.576718037,1.830243454,0.32229587,0.141151974
-0.958296777,-1.272784957,-1.324824654,-1.066087812,-1.502433315,-1.14926405
-0.324260192,-0.133037615,-0.972647736,-0.778352665,0.02380413,-0.018744012
-1.463573159,-1.390332842,-0.807340215,0.037704376,-0.560736519,-1.22915824
1.026012082,-0.424766346,1.003158218,-0.573845081,0.231491671,1.411471824
0.05366818,-0.327869161,-1.598009042,-0.684430227,0.167836867,0.29522227
-0.112996988,0.383824904,-0.122618769,-0.860335105,-0.895975691,0.400542977
-0.543439383,0.184284471,0.335552281,-0.010213643,-0.125935275,0.403267219
1.557118157,1.714319936,2.140047711,1.835003606,1.757685844,2.521786834
1.185305352,1.277380189,-0.547494093,-0.598906801,1.10747433,0.573877596
1.762472496,0.844529886,0.757964465,0.432037269,1.685775373,0.695146114
-1.200854588,-1.067325777,-1.602932579,-0.809870527,-1.547953145,-0.995620045
1.178967568,-0.237950909,0.685029325,-0.116479617,1.177003602,0.588638812
1.001942619,-0.063141977,0.79123023,0.199598548,0.946785561,0.339687696
-1.184709303,-1.135300186,-0.721929257,-0.702578893,-0.227720832,0.555033828
-0.072248238,0.710902987,0.438486617,-0.735398173,-0.369730497,0.203223828
-1.871988196,-0.300623804,-0.036534263,-1.034748073,-2.201330237,-0.494051399
-0.576793975,-1.053679792,-1.386374994,-0.898984774,-0.753150999,-0.350043012
-1.068134647,0.044662278,-0.224709018,0.482358877,0.907697657,0.616804255
0.382007699,-0.81740693,-1.049046135,-0.403896528,0.435216528,-1.204346721
1.687226633,0.705323141,0.660500529,0.137144013,0.772040609,1.283049306
1.213364879,0.840790141,1.459720996,0.371587015,0.902120573,1.646428851
0.61756799,-2.292197262,-1.362885345,-0.749736596,-0.497999013,-1.570409857
-0.623948019,-0.953142458,-1.935266653,-1.03835322,-0.895790872,-0.377377555
0.515002813,0.127750022,-0.088867269,-0.360885465,-0.128588624,-0.357720584
-0.232332711,0.399849239,1.439293977,-0.123533633,0.189641753,1.110259135
0.1411875,0.295420685,0.265215559,-0.198169196,0.280865027,0.379554271
0.027391066,0.201301649,-0.116254507,-0.48250803,0.352098219,0.635380591
0.342848279,-1.264220652,-0.137254747,-1.221774672,-0.970746705,-0.024017697
0.15454083,0.94168876,0.749218728,0.575072163,-0.44300193,1.14142855
0.850828257,0.526874718,2.404638938,2.739763217,1.565839766,0.734419499
0.44956616,0.224704994,-0.104619162,-0.510337524,-0.07035268,-1.281754688
-0.041458203,0.834397245,0.001045018,0.718933704,-0.203067799,0.943846728
1.372932611,-0.087331423,0.224161579,-0.741317031,0.889949347,1.853320378
-1.302499695,-0.098237759,-1.161699207,-0.319974977,-1.363248052,0.317927237
0.88337263,-0.202069434,-0.273115393,0.195760337,0.173799026,1.141383913
-0.425837976,1.033883981,0.235592991,0.947654056,0.943990998,1.950739113
0.09305113,0.522313875,0.441749524,0.081931608,-0.526867585,0.869785636
2.730407621,1.8434096,2.592062144,2.524352216,3.265292663,2.455781855
0.3043861,-0.012564026,-0.929435223,-0.295776244,0.792675783,0.158980099
-0.035000742,-0.497283365,1.322610479,0.465376127,-0.183512713,2.181751334
0.236339813,-0.58139639,-0.378711195,0.467311298,-0.810235311,-0.065406454
0.913127795,1.40073538,1.616661784,1.218805298,0.39727405,0.881660854
0.691110893,1.884513744,0.40530991,1.506658482,2.459559792,0.82478607
-0.018248688,1.130691888,0.929921315,1.630166995,0.316628965,1.006472269
1.411406212,-0.768883121,1.189307944,1.190116491,0.708369053,0.488272519
-1.329353901,-0.735078192,-0.878716251,-0.002479035,-1.157699983,-0.929410536
1.075129874,1.914583911,0.956109787,0.730451027,0.034317623,1.286941297
0.040067401,-0.347436381,-1.036730449,0.109545433,-0.818488155,0.075426157
0.256824106,0.083236002,0.097569857,0.723947693,-0.271735625,0.278376486
0.339562416,-0.330394722,-0.181288543,-1.133652385,0.00345086,0.198016402
-0.275649745,0.07130605,0.1522229,0.176600341,-0.782339308,0.389718538
0.972799629,1.033461898,1.313126662,0.875406169,-0.488140034,-0.011322961
-0.949169002,-0.938213084,-0.836345795,-0.266153307,-1.459838629,-1.037589101
-0.110504889,-1.428597429,-0.475270799,-0.197656857,-0.53233813,-0.078775439
-0.631280247,-1.295036321,-0.610802909,1.075601249,-0.749050833,-0.960552203
1.131315434,1.244839798,1.316895163,1.399503231,1.371015462,1.889899286
-1.517919612,-0.417435454,1.30647594,-0.202220158,0.000872319,0.031011167
-0.061777435,-0.003503843,0.506828958,-0.350181059,0.962863686,0.90930022
-0.957255141,0.161345674,-0.334233007,-0.461273647,0.227786382,0.384907901
1.115575072,-1.662845427,-0.318506265,-0.72845745,-0.113017716,-0.814565006
0.064336373,-0.993227262,0.517736642,-0.359905495,0.160557866,-0.490721985
-2.076584058,-1.439968448,-1.787774611,-1.544254843,-2.681514038,-0.856257096
-0.591037989,1.271243167,-0.251302431,0.353485917,-0.184804362,0.387614969
0.632537647,-0.291355946,0.254605983,0.524203566,0.960906134,-0.424663535
-1.523008007,-0.228245017,-0.569548472,-0.873023978,-1.313158656,-1.633355097
0.352740406,0.210737537,0.044044223,0.439864079,0.814803371,-0.175579684
0.805939676,-0.567322759,1.149936639,-0.384823239,-0.459383073,-0.053593579
-0.328047258,0.205733483,-1.326252017,-0.518198473,-0.69319128,-1.245608144
1.540678306,0.469214884,0.316887153,1.186427508,1.936949833,0.600067149
1.135011187,0.479482117,-0.383386302,0.664022059,0.464566507,0.668440084
0.304579762,-0.032068705,-0.37827389,-0.141034892,0.228792048,-0.483951311
-0.623948744,1.542765944,0.735790847,0.502691837,0.216042163,0.948484016
-1.893517115,-1.434419722,-0.501137933,-2.410103157,-0.652039144,-1.084238123
-0.724888009,0.063974696,0.010826987,-0.081523581,-0.534019491,-0.451984609
-0.911372733,-0.89690596,0.224575996,-1.461941411,-2.432910785,-0.54098765
-0.960501378,-0.947102706,-0.87241863,0.641192443,-2.187882833,-1.319260594
-1.0705796,-0.894131115,-1.150424428,-1.288053193,-0.026512356,-0.519170432
-0.264104126,0.171500125,0.371376357,0.401640591,-0.205925463,0.317865258
-0.363300894,0.922634786,-0.164865967,-0.00901751,0.990804976,-0.854116662
-1.737119716,0.359461365,-0.500184815,-0.024500758,-0.931190793,-1.223956153
1.747555414,0.270517972,0.866101128,0.452412253,-0.150824608,0.025088988
0.563033384,-2.094229605,-0.691257153,-0.701567383,0.187069888,-0.275208782
-0.27701043,-0.627359339,-0.650418592,-0.462287629,-0.087832091,0.085858589
-0.287374101,-1.192274145,-0.423316158,-0.039961433,-0.920234342,-0.035264205
1.045786831,0.733833071,0.243563175,0.589294539,0.995021156,0.420872727
-0.2052189,0.408464312,-0.829487127,-1.12136544,-0.178388055,0.207322655
-0.910570196,-0.740666749,-0.641253647,-0.024977868,-0.295058281,0.302791021
-0.387421678,-0.854901748,-0.03769728,-0.564792176,0.324953916,-0.157697233
-0.939443928,-1.093094745,-1.749466805,-1.003445264,-1.592211265,-0.867271332
1.651948901,1.204192543,1.304171397,1.552237984,2.062099738,1.246017924
0.998670555,0.971913625,-0.011228886,0.760222389,1.288463875,1.653222699
0.284516504,-0.069810782,1.582158652,-0.737959278,0.837815924,1.463601252
0.586306614,0.392702613,0.318204688,1.019385588,1.003040825,0.136473666
-0.596865883,-1.195806713,-1.90667568,-0.840842226,-0.046079114,-1.941550463
-0.1803003,-2.07101953,-0.560153676,-0.289433139,-0.762321309,-1.388616399
1.053203937,0.520304523,1.419726452,2.111100173,1.064055552,0.458162717
-1.093839043,-1.341959105,-0.710944966,-1.257296889,-0.482391016,-0.944568717
0.046815815,0.711684261,-0.141673693,0.546737865,0.64753575,1.29314229
-1.175881178,-1.001940109,-1.469418431,-1.282746637,-1.109307907,-0.212434794
-0.341039881,-0.232827563,-0.497135436,-0.626125232,0.263529443,-0.691413941
0.315029493,0.592827631,0.808777266,-0.270444653,-0.328766071,0.433656185
1.335847965,2.030990333,1.087964001,0.328877224,1.295462221,0.12926661
0.274242063,0.166325828,0.668680573,-0.267302124,0.954432631,-0.020985816
-0.151411134,-0.303081463,-0.216696403,-0.364101472,-0.981338648,-0.001261907
-1.443382301,-0.476302518,-0.056105211,-0.874074972,-0.168341897,-0.965166645
1.061066626,0.383123882,1.132152785,0.833716209,0.263840888,2.233553518
0.895828918,0.929709901,1.784909074,1.011312665,1.9712292,0.752500564
-0.123988029,1.510455716,2.053015134,1.616388597,0.898993272,1.618584513
